candidate_id,story_id,candidate_name,candidate_gender,won,first_girl,introduction_order,childhood_connection,commitment_status,primary_archetype,hair_color,confidence_score,reasoning,appearance_order,first_chapter_or_episode,favorites,story_favorites_rank
C0155,33,Kuesu Jinguuji,Female,0,0,2,Childhood Friend,Engagement,Tsundere,Blonde,0.95,Childhood friend and fiancee who appears early in the narrative.,2,Chapter 2,63,3
C0156,33,Shizuku,Female,0,0,3,,,Kuudere,Blue,0.95,Introduced as an antagonist/rival before becoming a romantic interest.,3,Chapter 3,104,2
C0157,33,Lizlet L Chelsie,Female,0,0,4,,,Dandere,Silver,0.95,Introduced later in the manga series.,4,Chapter 10,31,4
C0158,33,Rinko Kuzaki,Female,0,0,5,Childhood Friend,,Genki,Brown,0.95,Childhood friend who is a romantic interest but does not win.,1,Chapter 1,9,5
C0159,33,Ageha,Female,0,0,6,,,Genki,Orange,0.85,Automatically recovered missing major candidate: Ageha.,5,Chapter 15,0,6
C0160,35,Emile Crossfode,Female,0,1,1,Childhood Promise,,Deredere,Silver,0.95,"Emile is the first heroine introduced and shares a childhood promise with the protagonist, Hayato Kisaragi.",1,Episode 1,213,1
C0161,35,Claire Harvey,Female,0,0,2,,,Tsundere,Blonde,0.9,Claire is introduced shortly after Emile as the student council president.,1,Episode 1,84,2
C0162,35,Sakura Kirishima,Female,0,0,3,,,Deredere,Pink,0.85,Automatically recovered missing major candidate: Sakura Kirishima.,2,Episode 3,31,3
C0163,35,Karen Kisaragi,Female,0,0,4,,,Kuudere,Silver,0.85,Automatically recovered missing major candidate: Karen Kisaragi.,1,Episode 1,10,4
C0164,35,Liddy Steinberg,Female,0,0,5,,,Tsundere,Blonde,0.85,Automatically recovered missing major candidate: Liddy Steinberg.,1,Episode 1,0,5
C0165,36,Julie Sigtuna,Female,0,1,1,,,Kuudere,Silver,1.0,"Julie is the first heroine introduced and the primary partner of the protagonist, though the series remains an open harem.",1,Episode 1,804,1
C0166,36,Lilith Bristol,Female,0,0,2,,,Tsundere,Blonde,1.0,Introduced shortly after Julie as a major romantic interest.,2,Episode 4,156,2
C0167,36,Miyabi Hotaka,Female,0,0,3,,,Dandere,Black,1.0,Introduced as a classmate and romantic interest.,1,Episode 1,76,4
C0168,36,Tomoe Tachibana,Female,0,0,4,,,Dandere,Black,1.0,Introduced as a classmate and romantic interest.,1,Episode 1,45,5
C0169,36,Rito Tsukimi,Female,0,0,5,,,Genki,Pink,0.85,Automatically recovered missing major candidate: Rito Tsukimi.,1,Episode 1,99,3
C0170,37,Chisato Sumiyoshi,Female,0,1,1,Childhood Friend,,Deredere,Brown,0.95,The protagonist's childhood friend and the first heroine to be established as a romantic interest.,1,Episode 1,60,4
C0171,37,Satsuki Shinonome,Female,0,0,2,,,Tsundere,Brown,0.95,"Student council president and major heroine, introduced shortly after the protagonist joins the club.",1,Episode 1,158,1
C0172,37,Isara Aomi,Female,0,0,3,,,Dandere,Black,0.95,"A member of the food research club, introduced early as a core heroine.",1,Episode 1,24,5
C0173,37,Michiru Morishita,Female,0,0,4,,,Kuudere,Blue,0.95,Introduced as a mysterious student who joins the club later in the narrative.,1,Episode 1,105,2
C0174,37,Mifuyu Kiba,Female,0,0,5,,,Onee-san,Black,0.95,"A senior member of the club, introduced as a key heroine.",1,Episode 1,19,6
C0175,37,Oba Michiru,Female,0,0,6,,,Dandere,Brown,0.85,Automatically recovered missing major candidate: Oba Michiru.,99,Unknown,105,2
C0176,38,Stella Vermillion,Female,1,1,1,,Engagement,Tsundere,Red,1.0,"Stella is the primary heroine and the protagonist's fiancee, established early in the light novel.",1,Chapter 1 / Episode 1,2845,1
C0177,38,Shizuku Kurogane,Female,0,0,2,,,Kuudere,Silver,0.85,Automatically recovered missing major candidate: Shizuku Kurogane.,2,Chapter 2 / Episode 2,144,2
C0178,38,Ayase Ayatsuji,Female,0,0,3,,,Dandere,Black,0.85,Automatically recovered missing major candidate: Ayase Ayatsuji.,3,Chapter 3 / Episode 5,82,3
C0179,38,Nene Saikyo,Female,0,0,4,,,Onee-san,Pink,0.85,Automatically recovered missing major candidate: Nene Saikyo.,4,Chapter 4 / Episode 7,45,4
C0180,39,Shana,Female,1,1,1,,,Tsundere,Black,1.0,Shana is the primary heroine and the canonical romantic partner of Yuji Sakai in the light novel series.,1,Episode 1,7073,1
C0181,39,Kazumi Yoshida,Female,0,0,2,,,Dandere,Brown,1.0,"Kazumi is a major romantic rival introduced shortly after the start of the series, but she does not win.",1,Episode 1,56,2
C0182,40,Louise Françoise Le Blanc de La Vallière,Female,1,1,1,,Marriage,Tsundere,Pink,1.0,The primary protagonist and canonical wife of Saito Hiraga.,1,Chapter 1,5244,1
C0183,40,Siesta,Female,0,0,2,,,Deredere,Black,1.0,Introduced shortly after Louise as a maid and romantic rival.,2,Chapter 2,186,4
C0184,40,Henrietta de Tristain,Female,0,0,3,,,Deredere,Blonde,1.0,"The Queen of Tristain, introduced early as a romantic interest.",3,Chapter 5,186,4
C0185,40,Charlotte Hélène d'Orléans,Female,0,0,4,,,Deredere,Blonde,0.95,Introduced later in the series as a romantic interest.,4,Chapter 10,324,3
C0186,40,Kirche Augusta Frederica von Anhalt-Zerbst,Female,0,0,5,,,Onee-san,Red,1.0,Classmate introduced as a romantic rival.,2,Chapter 2,91,6
C0187,40,Tabitha,Female,0,0,6,,,Kuudere,Blue,0.85,Automatically recovered missing major candidate: Tabitha.,2,Chapter 2,0,7
C0188,40,Montmorency Margarita la Fère de Montmorency,Female,0,0,7,,,Tsundere,Blonde,0.85,Automatically recovered missing major candidate: Montmorency Margarita la Fère de Montmorency.,2,Chapter 2,5244,1
C0189,41,Mai Sakurajima,Female,1,1,1,,,Kuudere,Black,1.0,Mai is the primary heroine and the canonical romantic partner of Sakuta Azusagawa throughout the series.,1,Episode 1,40393,1
C0190,41,Tomoe Koga,Female,0,0,2,,,Genki,Brown,0.95,Tomoe is a major heroine introduced in the second volume of the light novel series.,2,Episode 4,1693,4
C0191,41,Rio Futaba,Female,0,0,3,,,Kuudere,Brown,0.85,Automatically recovered missing major candidate: Rio Futaba.,1,Episode 1,4709,2
C0192,41,Kaede Azusagawa,Female,0,0,4,,,Dandere,Brown,0.85,Automatically recovered missing major candidate: Kaede Azusagawa.,1,Episode 1,2522,3
C0193,41,Nodoka Toyohama,Female,0,0,5,,,Tsundere,Blonde,0.85,Automatically recovered missing major candidate: Nodoka Toyohama.,3,Episode 7,0,5
C0194,41,Shoko Makinohara,Female,0,0,6,,,Deredere,Black,0.85,Automatically recovered missing major candidate: Shoko Makinohara.,1,Episode 1,0,5
C0195,42,Emilia,Female,0,1,1,,,Dandere,Silver,1.0,"Emilia is the primary heroine and the first major romantic interest introduced in the series. The story is ongoing and features a harem dynamic, so no winner is declared.",1,Episode 1,24497,2
C0196,42,Rem,Female,0,0,2,,,Deredere,Blue,0.85,Automatically recovered missing major candidate: Rem.,2,Episode 4,47720,1
C0197,42,Ram,Female,0,0,3,,,Tsundere,Pink,0.85,Automatically recovered missing major candidate: Ram.,2,Episode 4,2964,3
C0198,43,Hitagi Senjougahara,Female,1,1,1,,Marriage,Tsundere,Purple,1.0,"She is the primary romantic interest and canonical partner of the protagonist, Koyomi Araragi, throughout the series.",1,"Bakemonogatari, Chapter 1: Hitagi Crab",41388,1
C0199,43,Tsubasa Hanekawa,Female,0,0,2,,,Dandere,Black,0.95,"Introduced early as a close friend and love interest, but does not end up with the protagonist.",1,"Bakemonogatari, Chapter 1: Hitagi Crab",11387,3
C0200,43,Suruga Kanbaru,Female,0,0,3,,,Genki,Black,0.95,A major character who develops feelings for the protagonist but remains a friend.,3,"Bakemonogatari, Chapter 3: Suruga Monkey",5065,5
C0201,43,Nadeko Sengoku,Female,0,0,4,,,Dandere,Brown,0.95,"A major character with a crush on the protagonist, but never enters a romantic relationship with him.",4,"Bakemonogatari, Chapter 4: Nadeko Snake",5054,6
C0202,43,Shinobu Oshino,Female,0,0,5,,,Kuudere,Blonde,0.85,Automatically recovered missing major candidate: Shinobu Oshino.,1,"Bakemonogatari, Chapter 1: Hitagi Crab",33432,2
C0203,43,Mayoi Hachikuji,Female,0,0,6,,,Genki,Black,0.85,Automatically recovered missing major candidate: Mayoi Hachikuji.,2,"Bakemonogatari, Chapter 2: Mayoi Snail",7484,4
C0204,43,Karen Araragi,Female,0,0,7,,,Genki,Black,0.85,Automatically recovered missing major candidate: Karen Araragi.,1,"Bakemonogatari, Chapter 1: Hitagi Crab",1676,7
C0205,43,Tsukihi Araragi,Female,0,0,8,,,Tsundere,Black,0.85,Automatically recovered missing major candidate: Tsukihi Araragi.,1,"Bakemonogatari, Chapter 1: Hitagi Crab",1358,8
C0206,43,Sodachi Oikura,Female,0,0,9,,,Tsundere,Black,0.85,Automatically recovered missing major candidate: Sodachi Oikura.,5,"Owarimonogatari, Chapter 1: Sodachi Riddle",0,9
C0207,44,Yozora Mikazuki,Female,0,1,1,Childhood Friend,,Tsundere,Black,0.95,"The primary heroine and childhood friend of the protagonist, introduced first.",1,"Volume 1, Chapter 1",1246,3
C0208,44,Sena Kashiwazaki,Female,0,0,2,,,Tsundere,Blonde,0.95,Introduced shortly after Yozora as a major romantic interest in the Neighbors Club.,1,"Volume 1, Chapter 1",3222,1
C0209,44,Rika Shiguma,Female,0,0,3,,,Genki,Purple,0.9,Joins the club later as a romantic interest.,3,"Volume 2, Chapter 1",927,4
C0210,44,Yukimura Kusunoki,Female,0,0,4,,,Dandere,Black,0.9,Joins the club later as a romantic interest.,2,"Volume 1, Chapter 2",211,6
C0211,44,Kobato Hasegawa,Female,0,0,5,,,Tsundere,Blonde,0.85,Automatically recovered missing major candidate: Kobato Hasegawa.,1,"Volume 1, Chapter 1",1381,2
C0212,44,Maria Takayama,Female,0,0,6,,,Genki,Silver,0.85,Automatically recovered missing major candidate: Maria Takayama.,1,"Volume 1, Chapter 1",293,5
C0213,45,Masuzu Natsukawa,Female,0,1,1,,Engagement,Tsundere,Silver,1.0,Masuzu is the first heroine introduced and initiates the fake relationship that drives the plot.,1,Episode 1,1431,1
C0214,45,Chiwa Harusaki,Female,0,0,2,Childhood Friend,,Genki,Red,1.0,Chiwa is the childhood friend who re-enters the protagonist's life as a romantic interest early in the series.,1,Episode 1,159,3
C0215,45,Ai Fuyuumi,Female,0,0,3,Childhood Promise,,Tsundere,Blue,1.0,Ai is introduced later as a transfer student with a childhood promise connection.,2,Episode 4,602,2
C0216,45,Himeka Akishino,Female,0,0,4,,,Dandere,Brown,1.0,Himeka is introduced as a romantic interest after the initial trio.,2,Episode 4,67,4
C0217,46,Lieselotte Sherlock,Female,0,0,4,,,Onee-san,Silver,0.95,"Lieselotte is a major heroine in the Trinity Seven series, introduced later in the story as a member of the Trinity Seven.",3,Chapter 10: The Twin and the Demon Lord,752,4
C0218,46,Lilith Asami,Female,0,1,5,,,Tsundere,Red,0.85,Automatically recovered missing major candidate: Lilith Asami.,1,Chapter 1: The Magus and the King,954,3
C0219,46,Arata Kasuga,Female,0,0,6,,,Deredere,Black,0.85,Automatically recovered missing major candidate: Arata Kasuga.,99,Unknown,1773,1
C0220,46,Arin Kannazuki,Female,0,0,7,,,Kuudere,Blue,0.85,Automatically recovered missing major candidate: Arin Kannazuki.,1,Chapter 1: The Magus and the King,264,6
C0221,46,Levi Kazama,Female,0,0,8,,,Genki,Brown,0.85,Automatically recovered missing major candidate: Levi Kazama.,1,Chapter 1: The Magus and the King,1048,2
C0222,46,Mira Yamana,Female,0,0,9,,,Tsundere,Silver,0.85,Automatically recovered missing major candidate: Mira Yamana.,1,Chapter 1: The Magus and the King,218,7
C0223,46,Akio Fudo,Female,0,0,10,,,Genki,Orange,0.85,Automatically recovered missing major candidate: Akio Fudo.,1,Chapter 1: The Magus and the King,106,8
C0224,46,Yui Kurata,Female,0,0,11,,,Deredere,Purple,0.85,Automatically recovered missing major candidate: Yui Kurata.,2,Chapter 2: The Grimoire and the Library,465,5
C0225,47,Houki Shinonono,Female,0,1,1,Childhood Friend,,Tsundere,Black,1.0,Houki is the childhood friend and the first heroine introduced in the series.,1,"Volume 1, Chapter 1 / Episode 1",602,3
C0226,47,Lingyin Huang,Female,0,0,2,Childhood Friend,,Tsundere,Brown,1.0,Introduced as the second childhood friend.,2,"Volume 1, Chapter 3 / Episode 2",140,7
C0227,47,Cecilia Alcott,Female,0,0,3,,,Tsundere,Blonde,1.0,Introduced as the British representative.,1,"Volume 1, Chapter 2 / Episode 1",212,6
C0228,47,Charlotte Dunois,Female,0,0,4,,,Deredere,Blonde,1.0,Introduced as the French representative.,3,"Volume 2, Chapter 1 / Episode 3",2302,1
C0229,47,Laura Bodewig,Female,0,0,5,,,Tsundere,Silver,1.0,Introduced as the German representative.,4,"Volume 2, Chapter 3 / Episode 5",1326,2
C0230,47,Tatenashi Sarashiki,Female,0,0,6,,,Onee-san,Blue,0.85,Automatically recovered missing major candidate: Tatenashi Sarashiki.,5,"Volume 4, Chapter 1 / Episode 1 (Season 2)",458,4
C0231,47,Kanzashi Sarashiki,Female,0,0,7,,,Dandere,Purple,0.85,Automatically recovered missing major candidate: Kanzashi Sarashiki.,6,"Volume 6, Chapter 1 / Episode 5 (Season 2)",458,4
C0232,48,Erika Amano,Female,0,1,1,,Engagement,Tsundere,Blonde,1.0,Erika is the first heroine introduced and is engaged to the protagonist due to the baby swap.,1,Chapter 1,312,1
C0233,48,Hiro Segawa,Female,0,0,2,,,Genki,Black,0.95,Introduced as the protagonist's academic rival and crush.,1,Chapter 1,207,2
C0234,48,Sachi Umino,Female,0,0,3,,,Tsundere,Black,0.95,Introduced as the protagonist's younger sister figure.,1,Chapter 1,194,3
C0235,48,Ai Mochizuki,Female,0,0,4,,,Deredere,Brown,0.9,Introduced later as a musician and romantic interest.,2,Chapter 50,36,4
C0236,49,Shiragiku Ono,Female,0,1,1,Childhood Friend,,Dandere,Brown,1.0,Shiragiku is the first heroine introduced in the manga and has a confirmed childhood connection.,1,Chapter 1,89,4
C0237,49,Akane Hououji,Female,0,0,2,,,Onee-san,Red,1.0,Introduced as part of the main group at the cafe.,1,Chapter 1,466,1
C0238,49,Ouka Makuzawa,Female,0,0,3,,,Tsundere,Black,1.0,Introduced as part of the main group at the cafe.,1,Chapter 1,163,2
C0239,49,Riho Tsukishima,Female,0,0,4,,,Onee-san,Brown,1.0,Introduced as part of the main group at the cafe.,1,Chapter 1,144,3
C0240,49,Ami Tsuruga,Female,0,0,5,,,Genki,Black,1.0,Introduced as part of the main group at the cafe.,1,Chapter 1,66,5
C0241,50,Yuna Amagami,Female,0,1,1,,,Onee-san,Black,1.0,Yuna is the eldest sister and the first of the three sisters to be introduced as a primary romantic interest in the manga.,1,Chapter 1,222,1
C0242,50,Asahi Amagami,Female,0,0,2,,,Genki,Brown,1.0,Asahi is the middle sister and is introduced as a romantic interest shortly after Yuna.,1,Chapter 1,187,2
C0243,50,Yae Amagami,Female,0,0,3,,,Dandere,Black,1.0,Yae is the youngest sister and is introduced as a romantic interest after Yuna and Asahi.,1,Chapter 1,175,3
C0244,51,Tsukasa Izumi,Female,1,1,1,,Marriage,Genki,Brown,1.0,Tsukasa is the primary heroine and the canonical winner who marries the protagonist.,1,Chapter 1,15,3
C0245,51,Yuki Kurokawa,Female,0,0,2,,,Dandere,Black,0.95,Yuki is a significant romantic interest introduced later in the series.,1,Chapter 1,253,1
C0246,51,Sho Iketani,Female,0,0,3,,,Genki,Black,0.85,Automatically recovered missing major candidate: Sho Iketani.,99,Unknown,62,2
C0247,51,Misa Kawakami,Female,0,0,4,,,Deredere,Black,0.85,Automatically recovered missing major candidate: Misa Kawakami.,2,Chapter 32,0,4
C0248,52,Ritsu Kawai,Female,1,1,1,,,Dandere,Black,1.0,Ritsu is the primary romantic interest and the first girl introduced in the series. The manga concludes with them officially becoming a couple.,1,Chapter 1 / Episode 1,1548,1
C0249,52,Sayaka Watanabe,Female,0,0,2,,,Genki,Orange,0.85,Automatically recovered missing major candidate: Sayaka Watanabe.,1,Chapter 1 / Episode 1,32,3
C0250,52,Mayumi Nishikino,Female,0,0,3,,,Onee-san,Purple,0.85,Automatically recovered missing major candidate: Mayumi Nishikino.,1,Chapter 1 / Episode 1,154,2
C0251,53,Mashiro Shiina,Female,1,1,1,,,Kuudere,Blonde,1.0,Mashiro is the primary heroine and the eventual romantic partner of Sorata Kanda in the light novel series.,1,Episode 1,16234,1
C0252,53,Nanami Aoyama,Female,0,0,2,,,Tsundere,Brown,1.0,Nanami is a major romantic interest who competes for Sorata's affection but does not win.,2,Episode 2,2445,2
C0253,53,Misaki Kamiigusa,Female,0,0,3,,,Genki,Brown,0.85,Automatically recovered missing major candidate: Misaki Kamiigusa.,1,Episode 1,846,3
C0254,53,Rita Ainsworth,Female,0,0,4,,,Deredere,Blonde,0.85,Automatically recovered missing major candidate: Rita Ainsworth.,3,Episode 7,98,4
C0255,54,Tsukiko Tsutsukakushi,Female,0,1,1,,,Kuudere,Black,0.95,"Tsukiko is the primary heroine and the first to be introduced as a romantic interest. While the series ends with a strong focus on her, it remains an open-ended harem conclusion in the light novel.",1,Chapter 1,2169,1
C0256,54,Azusa Azuki,Female,0,0,2,,,Tsundere,Brown,0.95,Introduced after Tsukiko as a major romantic interest. The series does not have a single canonical winner.,1,Chapter 1,331,2
C0257,55,Victorique de Blois,Female,1,1,1,,Marriage,Tsundere,Blonde,1.0,"Victorique is the primary protagonist and romantic partner of Kazuya Kujo, eventually marrying him. She is the first major heroine introduced.",1,The Black Reaper Sees the Golden Fairy,5572,1
C0258,55,Avril Bradley,Female,0,0,2,,,Genki,Blonde,0.95,Avril is a secondary character who develops a crush on Kazuya but is not the romantic winner.,2,The Golden Thread Tears the Short-Lived Moment,7,2
C0259,56,Soushi Miketsukami,Male,1,1,1,Childhood Friend,Marriage,Kuudere,Silver,1.0,He is Ririchiyo's devoted Secret Service agent and main love interest who eventually marries her.,1,Episode 1,1897,1
C0260,57,Nagisa Furukawa,Female,1,1,1,,Marriage,Dandere,Brown,1.0,"Nagisa is the primary heroine and the only one with a true route that leads to the After Story, resulting in marriage.",1,Episode 1,11555,1
C0261,57,Tomoyo Sakagami,Female,0,0,2,,,Tsundere,Silver,1.0,Introduced as a transfer student and potential romantic interest.,2,Episode 2,4737,2
C0262,57,Kyou Fujibayashi,Female,0,0,3,,,Tsundere,Purple,1.0,Class representative introduced early in the school setting.,3,Episode 3,3799,3
C0263,57,Fuuko Ibuki,Female,0,0,4,,,Dandere,Blue,1.0,Introduced during the carving starfish arc.,4,Episode 4,3723,4
C0264,57,Kotomi Ichinose,Female,0,0,5,Childhood Friend,,Dandere,Purple,1.0,Revealed to be a childhood friend of Tomoya.,5,Episode 5,2404,5
C0265,57,Ryou Fujibayashi,Female,0,0,6,,,Dandere,Purple,1.0,"Twin sister of Kyou, introduced alongside her.",3,Episode 3,232,6
C0266,57,Yukine Miyazawa,Female,0,0,7,,,Deredere,Brown,0.85,Automatically recovered missing major candidate: Yukine Miyazawa.,6,Episode 7,0,7
C0267,58,Ayu Tsukimiya,Female,0,1,1,Childhood Promise,,Genki,Brown,1.0,Ayu is the primary heroine and the first to be introduced in the narrative structure of the visual novel.,1,Episode 1,1184,1
C0268,58,Nayuki Minase,Female,0,0,2,Childhood Friend,,Dandere,Blue,1.0,"The protagonist's cousin and childhood friend, introduced early in the story.",1,Episode 1,402,4
C0269,58,Mai Kawasumi,Female,0,0,3,,,Kuudere,Blonde,1.0,Introduced as a major heroine in the school setting.,2,Episode 2,797,2
C0270,58,Makoto Sawatari,Female,0,0,4,,,Genki,Brown,1.0,Introduced as a major heroine following the initial encounters.,3,Episode 3,607,3
C0271,58,Shiori Misaka,Female,0,0,5,,,Dandere,Brown,1.0,Introduced as a major heroine later in the story.,4,Episode 4,305,5
C0272,59,Misuzu Kamio,Female,0,1,1,,,Dandere,Brown,1.0,Misuzu is the primary heroine of the AIR visual novel and the first to be introduced in the Dream arc.,1,Episode 1,1165,1
C0273,59,Minagi Toono,Female,0,0,2,,,Kuudere,Black,0.95,Introduced as a major heroine in the Dream arc following Misuzu.,2,Episode 2,103,2
C0274,59,Michiru,Female,0,0,3,,,Genki,Brown,0.95,Introduced as a major heroine in the Dream arc.,3,Episode 4,22,3
C0275,59,Kano Kirishima,Female,0,0,4,,,Genki,Brown,0.95,Introduced as a major heroine in the Dream arc.,2,Episode 2,13,4
C0276,60,Kei Takishima,Male,1,1,1,Childhood Friend,Marriage,Kuudere,Brown,1.0,He is Hikari's lifelong rival and primary love interest who eventually proposes marriage to her.,1,Chapter 1,1617,1
C0277,60,Yahiro Saiga,Male,0,0,2,Childhood Friend,,Kuudere,Blonde,0.95,Hikari's childhood friend who harbor romantic feelings for her but loses to Kei.,2,Chapter 8,92,2
C0278,61,Tamaki Suou,Male,1,1,1,,Marriage,Deredere,Blonde,1.0,He is the host club president and the main love interest of Haruhi Fujioka whom he eventually marries.,1,Chapter 1,10201,1
C0279,61,Hikaru Hitachiin,Male,0,0,2,,,Tsundere,Brown,0.95,One of the Hitachiin twins who develops strong romantic feelings for Haruhi but ultimately steps back.,1,Chapter 1,4104,2
C0280,61,Kaoru Hitachiin,Male,0,0,3,,,Dandere,Brown,0.95,Hikaru's twin who also has feelings for Haruhi but prioritizes his brother's and Tamaki's happiness.,1,Chapter 1,3279,4
C0281,61,Kyouya Ootori,Male,0,0,4,,,Kuudere,Black,0.9,Haruhi's friend and co-manager of the club who shows subtle romantic interest.,1,Chapter 1,3588,3
C0282,62,Kyou Souma,Male,1,1,1,Acquaintance,Marriage,Tsundere,Red,1.0,Cursed Cat of the Sohma family who develops a deep romantic bond with Tohru and eventually marries her.,1,Chapter 1,15927,1
C0283,62,Yuki Souma,Male,0,0,2,Acquaintance,,Kuudere,Silver,0.95,Cursed Rat who initially acts as Tohru's prince but later realizes his feelings for her are maternal.,1,Chapter 1,3945,2
C0284,63,Shouta Kazehaya,Male,1,1,1,,Marriage,Deredere,Black,1.0,Sawako's classmate and main love interest who eventually marries her in the manga ending.,1,Chapter 1,3223,1
C0285,63,Ume Kurumizawa,Female,0,0,2,,,Tsundere,Blonde,0.95,Sawako's rival who actively pursues Kazehaya but is rejected.,2,Chapter 11,272,2
C0286,63,Kento Miura,Male,0,0,3,,,Genki,Brown,0.9,Sawako's classmate who briefly shows romantic interest but later supports her relationship with Kazehaya.,3,Chapter 31,92,3
C0287,64,Atsushi Otani,Male,1,1,1,,Marriage,Tsundere,Orange,1.0,"Risa's main love interest who is short and acts tsundere, but eventually falls in love with and marries her in the manga ending.",1,Chapter 1,1986,1
C0288,64,Haruka Fukagawa,Male,0,0,2,Childhood Friend,,Deredere,Blonde,0.95,"Risa's childhood friend who returns and declares his obsessive love for her, but is rejected.",2,Chapter 12,7,4
C0289,64,Kazuki Kohori,Male,0,0,3,,,Genki,Brown,0.95,Risa's younger classmate and co-worker who falls in love with her and tries to win her heart.,4,Chapter 26,57,2
C0290,64,Maitake Kuniumi,Male,0,0,4,,,Onee-san,Brown,0.9,"A handsome teacher who Risa and other girls have a major crush on, but acts as a mentor.",3,Chapter 16,25,3
C0291,65,Soichiro Arima,Male,1,1,1,,Marriage,Kuudere,Black,1.0,Yukino's rival and main love interest who she eventually marries during the main story.,1,Chapter 1,251,1
C0292,65,Tsubasa Shibahime,Female,0,0,2,,,Tsundere,Blonde,0.95,Soichiro's childhood acquaintance who has a crush on him but loses to Yukino.,2,Chapter 6,79,2
C0293,66,Takashi Kosuda,Male,1,1,1,,Marriage,Dandere,Brown,1.0,Yamada's main love interest who she eventually marries.,1,Chapter 1,58,1
C0294,67,Mikoto Urabe,Female,1,1,1,,,Kuudere,Black,1.0,Mikoto Urabe is the titular character and the sole primary romantic interest throughout the manga series. She is the first girl introduced and the canonical winner.,1,Chapter 1,3431,1
C0295,68,Non Katagiri,Female,1,1,1,,Marriage,Deredere,Brown,1.0,Akkun's extremely sweet and devoted girlfriend whom he eventually proposes to.,1,Chapter 1,67,1
C0296,68,Chiho Kagari,Female,0,0,2,,,Tsundere,Blonde,0.9,Akkun's younger sister who acts tsundere towards Akkun and Non.,2,Chapter 2,14,2
C0297,69,Livius I,Male,1,1,1,,Marriage,Kuudere,Black,1.0,The Sun King who marries Nike Remercier.,1,Chapter 1,443,1
C0298,70,Aoi Oribe,Female,0,1,1,Childhood Friend,,Genki,Brown,1.0,She is the first heroine introduced and the protagonist's childhood friend.,1,Episode 1,53,2
C0299,70,Nanaka Yatsushiro,Female,1,0,2,Childhood Promise,,Dandere,Purple,1.0,She is the primary romantic interest and the focus of the childhood promise plotline.,1,Episode 1,164,1
C0300,70,Shuri Wakatsuki,Female,0,0,3,Childhood Friend,,Tsundere,Blue,1.0,Childhood friend introduced shortly after the main group is established.,1,Episode 1,18,4
C0301,70,Asami Hoshino,Female,0,0,4,,,Deredere,Black,0.95,Introduced later in the series as a classmate.,1,Episode 1,30,3
